tag_id,platform,system,subsystem,equipment_id,equipment_type,signal_name,description_ko,io_type,data_type,unit,tag_class,value_basis,limit_basis,model_mapping,normal_or_initial,alarm_limits,trip_or_event_logic,priority,sample_ms,editable,gt_trip_behavior,source_url,notes
TSP.FG_IN.TEMP_IN,Thermo VPP,FG,FLUE_GAS_BOUNDARY,FG-SRC-001,Source/Sink Boundary,TEMP_IN,HRSG 입구 배기가스 온도,AI,REAL,K,M,M,A,GasTurbineTrip.flueGasBoundary.temp_in,894,N/A,,INFO,100,N,423 K over 600 s,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,공개 모델값의 TripLens alias
TSP.FG_IN.MASS_FLOW_IN,Thermo VPP,FG,FLUE_GAS_BOUNDARY,FG-SRC-001,Source/Sink Boundary,MASS_FLOW_IN,HRSG 입구 배기가스 질량유량,AI,REAL,kg/s,M,M,A,GasTurbineTrip.flueGasBoundary.mass_flow_in,607,N/A,,INFO,100,N,50 kg/s over 600 s,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,공개 모델값의 TripLens alias
TSP.FG_IN.PRESS_IN,Thermo VPP,FG,FLUE_GAS_BOUNDARY,FG-SRC-001,Source/Sink Boundary,PRESS_IN,HRSG 입구 배기가스 압력,AI,REAL,Pa,M,M,A,GasTurbineTrip.flueGasBoundary.press_in,USER_EDIT,N/A,,INFO,100,N,decreases with boundary,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,공개 모델값의 TripLens alias
TSP.FG_IN.SPEC_ENTHALPY_IN,Thermo VPP,FG,FLUE_GAS_BOUNDARY,FG-SRC-001,Source/Sink Boundary,SPEC_ENTHALPY_IN,HRSG 입구 배기가스 비엔탈피,AI,REAL,J/kg,M,M,A,GasTurbineTrip.flueGasBoundary.spec_enthalpy_in,MODEL,N/A,,INFO,100,N,decreases,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,공개 모델값의 TripLens alias
TSP.FG_IN.TEMP_OUT,Thermo VPP,FG,FLUE_GAS_BOUNDARY,FG-SRC-001,Source/Sink Boundary,TEMP_OUT,Stack 배기가스 온도,AI,REAL,K,M,M,A,GasTurbineTrip.flueGasBoundary.temp_out,MODEL,N/A,,INFO,100,N,decreases after delay,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,공개 모델값의 TripLens alias
TSP.FG_IN.MASS_FLOW_OUT,Thermo VPP,FG,FLUE_GAS_BOUNDARY,FG-SRC-001,Source/Sink Boundary,MASS_FLOW_OUT,Stack 배기가스 질량유량,AI,REAL,kg/s,M,M,A,GasTurbineTrip.flueGasBoundary.mass_flow_out,MODEL,N/A,,INFO,100,N,tracks inlet,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,공개 모델값의 TripLens alias
TSP.FG_IN.PRESS_OUT,Thermo VPP,FG,FLUE_GAS_BOUNDARY,FG-SRC-001,Source/Sink Boundary,PRESS_OUT,Stack 배기가스 압력,AI,REAL,Pa,M,M,A,GasTurbineTrip.flueGasBoundary.press_out,MODEL,N/A,,INFO,100,N,tracks sink boundary,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,공개 모델값의 TripLens alias
TSP.FG_IN.BOUNDARY_CMD,Thermo VPP,FG,FLUE_GAS_BOUNDARY,FG-SRC-001,Source/Sink Boundary,BOUNDARY_CMD,GT Trip 배기가스 경계조건 명령,AO,REAL,%,T,T,A,Derived from FG boundary values,100,USER_EDIT,,INFO,100,Y,100→0 command,https://build.openmodelica.org/Documentation/ThermoSysPro.Examples.Book.PowerPlants.CombinedCyclePowerPlant.GasTurbineTrip.html,합성 태그
TSP.FG_IN.RAMP_PROGRESS,Thermo VPP,FG,FLUE_GAS_BOUNDARY,FG-SRC-001,Source/Sink Boundary,RAMP_PROGRESS,배기가스 Trip Ramp 진행률,AI,REAL,%,T,T,A,Derived from FG boundary values,0,USER_EDIT,,INFO,100,Y,0→100,https://build.openmodelica.org/Documentation/ThermoSysPro.Examples.Book.PowerPlants.CombinedCyclePowerPlant.GasTurbineTrip.html,합성 태그
TSP.FG_IN.SOURCE_VALID,Thermo VPP,FG,FLUE_GAS_BOUNDARY,FG-SRC-001,Source/Sink Boundary,SOURCE_VALID,배기가스 Source 유효상태,DI,BOOL,BOOL,T,T,A,Derived from FG boundary values,1,USER_EDIT,,INFO,100,Y,remains valid,https://build.openmodelica.org/Documentation/ThermoSysPro.Examples.Book.PowerPlants.CombinedCyclePowerPlant.GasTurbineTrip.html,합성 태그
TSP.FG_IN.TEMP_RATE,Thermo VPP,FG,FLUE_GAS_BOUNDARY,FG-SRC-001,Source/Sink Boundary,TEMP_RATE,배기가스 온도 변화율,AI,REAL,K/s,T,T,A,Derived from FG boundary values,0,USER_EDIT,,INFO,100,Y,negative during rundown,https://build.openmodelica.org/Documentation/ThermoSysPro.Examples.Book.PowerPlants.CombinedCyclePowerPlant.GasTurbineTrip.html,합성 태그
TSP.FG_IN.FLOW_RATE,Thermo VPP,FG,FLUE_GAS_BOUNDARY,FG-SRC-001,Source/Sink Boundary,FLOW_RATE,배기가스 유량 변화율,AI,REAL,kg/s2,T,T,A,Derived from FG boundary values,0,USER_EDIT,,INFO,100,Y,negative during rundown,https://build.openmodelica.org/Documentation/ThermoSysPro.Examples.Book.PowerPlants.CombinedCyclePowerPlant.GasTurbineTrip.html,합성 태그
TSP.FG_IN.TRIP_DETECTED,Thermo VPP,FG,FLUE_GAS_BOUNDARY,FG-SRC-001,Source/Sink Boundary,TRIP_DETECTED,GT Trip 경계조건 감지,DI,BOOL,BOOL,T,T,A,Derived from FG boundary values,0,USER_EDIT,USER_EDIT,INFO,100,Y,0→1 at trip,https://build.openmodelica.org/Documentation/ThermoSysPro.Examples.Book.PowerPlants.CombinedCyclePowerPlant.GasTurbineTrip.html,합성 태그
TSP.FG_IN.TEMP_LOW_EVT,Thermo VPP,FG,FLUE_GAS_BOUNDARY,FG-SRC-001,Source/Sink Boundary,TEMP_LOW_EVT,배기가스 온도저하 이벤트,DI,BOOL,BOOL,T,T,A,Derived from FG boundary values,0,USER_EDIT,USER_EDIT,HIGH,100,Y,threshold crossing,https://build.openmodelica.org/Documentation/ThermoSysPro.Examples.Book.PowerPlants.CombinedCyclePowerPlant.GasTurbineTrip.html,합성 태그
TSP.FG_IN.FLOW_LOW_EVT,Thermo VPP,FG,FLUE_GAS_BOUNDARY,FG-SRC-001,Source/Sink Boundary,FLOW_LOW_EVT,배기가스 유량저하 이벤트,DI,BOOL,BOOL,T,T,A,Derived from FG boundary values,0,USER_EDIT,USER_EDIT,HIGH,100,Y,threshold crossing,https://build.openmodelica.org/Documentation/ThermoSysPro.Examples.Book.PowerPlants.CombinedCyclePowerPlant.GasTurbineTrip.html,합성 태그
TSP.HRSG.SH-01.Q_THERMAL,Thermo VPP,HRSG,HP_SUPERHEATER,A-SH-01,SUPERHEATER,Q_THERMAL,HP 열교환 열량,AI,REAL,W,M,M,A,DynamicExchangerWaterSteamFlueGases.q_thermal,MODEL,N/A,,INFO,500,N,decreases with thermal lag,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact SH-01 allocation/order [A]
TSP.HRSG.SH-01.FG_TEMP_IN,Thermo VPP,HRSG,HP_SUPERHEATER,A-SH-01,SUPERHEATER,FG_TEMP_IN,HP 배기가스 입구온도,AI,REAL,K,M,M,A,DynamicExchangerWaterSteamFlueGases.fg_temp_in,MODEL,N/A,,INFO,500,N,decreases with thermal lag,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact SH-01 allocation/order [A]
TSP.HRSG.SH-01.FG_TEMP_OUT,Thermo VPP,HRSG,HP_SUPERHEATER,A-SH-01,SUPERHEATER,FG_TEMP_OUT,HP 배기가스 출구온도,AI,REAL,K,M,M,A,DynamicExchangerWaterSteamFlueGases.fg_temp_out,MODEL,N/A,,INFO,500,N,decreases with thermal lag,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact SH-01 allocation/order [A]
TSP.HRSG.SH-01.WS_TEMP_IN,Thermo VPP,HRSG,HP_SUPERHEATER,A-SH-01,SUPERHEATER,WS_TEMP_IN,HP 수·증기측 입구온도,AI,REAL,K,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_temp_in,MODEL,N/A,,INFO,500,N,decreases with thermal lag,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact SH-01 allocation/order [A]
TSP.HRSG.SH-01.WS_TEMP_OUT,Thermo VPP,HRSG,HP_SUPERHEATER,A-SH-01,SUPERHEATER,WS_TEMP_OUT,HP 수·증기측 출구온도,AI,REAL,K,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_temp_out,MODEL,N/A,,INFO,500,N,decreases with thermal lag,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact SH-01 allocation/order [A]
TSP.HRSG.SH-01.WS_PRESS_IN,Thermo VPP,HRSG,HP_SUPERHEATER,A-SH-01,SUPERHEATER,WS_PRESS_IN,HP 수·증기측 입구압력,AI,REAL,Pa,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_press_in,MODEL,N/A,,INFO,500,N,model response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact SH-01 allocation/order [A]
TSP.HRSG.SH-01.WS_PRESS_OUT,Thermo VPP,HRSG,HP_SUPERHEATER,A-SH-01,SUPERHEATER,WS_PRESS_OUT,HP 수·증기측 출구압력,AI,REAL,Pa,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_press_out,MODEL,N/A,,INFO,500,N,model response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact SH-01 allocation/order [A]
TSP.HRSG.SH-01.WS_MASS_FLOW,Thermo VPP,HRSG,HP_SUPERHEATER,A-SH-01,SUPERHEATER,WS_MASS_FLOW,HP 수·증기측 질량유량,AI,REAL,kg/s,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_mass_flow,MODEL,N/A,,INFO,500,N,model response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact SH-01 allocation/order [A]
TSP.HRSG.SH-01.DP_FG,Thermo VPP,HRSG,HP_SUPERHEATER,A-SH-01,SUPERHEATER,DP_FG,HP 배기가스측 차압,CALC,REAL,Pa,T,T,A,Derived from exchanger variables,MODEL,USER_EDIT,,INFO,500,Y,model response,https://build.openmodelica.org/Documentation/ThermoSysPro.Examples.Book.PowerPlants.CombinedCyclePowerPlant.GasTurbineTrip.html,HX count [M]; exact SH-01 allocation/order [A]
TSP.HRSG.SH-01.DP_WS,Thermo VPP,HRSG,HP_SUPERHEATER,A-SH-01,SUPERHEATER,DP_WS,HP 수·증기측 차압,CALC,REAL,Pa,T,T,A,Derived from exchanger variables,MODEL,USER_EDIT,,INFO,500,Y,model response,https://build.openmodelica.org/Documentation/ThermoSysPro.Examples.Book.PowerPlants.CombinedCyclePowerPlant.GasTurbineTrip.html,HX count [M]; exact SH-01 allocation/order [A]
TSP.HRSG.SH-01.DUTY_RATIO,Thermo VPP,HRSG,HP_SUPERHEATER,A-SH-01,SUPERHEATER,DUTY_RATIO,HP 정상대비 열량비,CALC,REAL,%,T,T,A,Derived from exchanger variables,MODEL,USER_EDIT,,INFO,500,Y,decreases with thermal lag,https://build.openmodelica.org/Documentation/ThermoSysPro.Examples.Book.PowerPlants.CombinedCyclePowerPlant.GasTurbineTrip.html,HX count [M]; exact SH-01 allocation/order [A]
TSP.HRSG.SH-01.STATUS,Thermo VPP,HRSG,HP_SUPERHEATER,A-SH-01,SUPERHEATER,STATUS,HP 열교환기 상태,DI,ENUM,-,T,T,A,Derived from exchanger variables,MODEL,USER_EDIT,,INFO,500,Y,model response,https://build.openmodelica.org/Documentation/ThermoSysPro.Examples.Book.PowerPlants.CombinedCyclePowerPlant.GasTurbineTrip.html,HX count [M]; exact SH-01 allocation/order [A]
TSP.HRSG.SH-01.TEMP_DEV_EVT,Thermo VPP,HRSG,HP_SUPERHEATER,A-SH-01,SUPERHEATER,TEMP_DEV_EVT,HP 온도편차 이벤트,DI,BOOL,-,T,T,A,Derived from exchanger variables,MODEL,USER_EDIT,USER_EDIT,MEDIUM,500,Y,decreases with thermal lag,https://build.openmodelica.org/Documentation/ThermoSysPro.Examples.Book.PowerPlants.CombinedCyclePowerPlant.GasTurbineTrip.html,HX count [M]; exact SH-01 allocation/order [A]
TSP.HRSG.SH-01.LOW_DUTY_EVT,Thermo VPP,HRSG,HP_SUPERHEATER,A-SH-01,SUPERHEATER,LOW_DUTY_EVT,HP 열량저하 이벤트,DI,BOOL,-,T,T,A,Derived from exchanger variables,MODEL,USER_EDIT,USER_EDIT,MEDIUM,500,Y,decreases with thermal lag,https://build.openmodelica.org/Documentation/ThermoSysPro.Examples.Book.PowerPlants.CombinedCyclePowerPlant.GasTurbineTrip.html,HX count [M]; exact SH-01 allocation/order [A]
TSP.HRSG.SH-02.Q_THERMAL,Thermo VPP,HRSG,HP_SUPERHEATER,A-SH-02,SUPERHEATER,Q_THERMAL,HP 열교환 열량,AI,REAL,W,M,M,A,DynamicExchangerWaterSteamFlueGases.q_thermal,MODEL,N/A,,INFO,500,N,decreases with thermal lag,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact SH-02 allocation/order [A]
TSP.HRSG.SH-02.FG_TEMP_IN,Thermo VPP,HRSG,HP_SUPERHEATER,A-SH-02,SUPERHEATER,FG_TEMP_IN,HP 배기가스 입구온도,AI,REAL,K,M,M,A,DynamicExchangerWaterSteamFlueGases.fg_temp_in,MODEL,N/A,,INFO,500,N,decreases with thermal lag,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact SH-02 allocation/order [A]
TSP.HRSG.SH-02.FG_TEMP_OUT,Thermo VPP,HRSG,HP_SUPERHEATER,A-SH-02,SUPERHEATER,FG_TEMP_OUT,HP 배기가스 출구온도,AI,REAL,K,M,M,A,DynamicExchangerWaterSteamFlueGases.fg_temp_out,MODEL,N/A,,INFO,500,N,decreases with thermal lag,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact SH-02 allocation/order [A]
TSP.HRSG.SH-02.WS_TEMP_IN,Thermo VPP,HRSG,HP_SUPERHEATER,A-SH-02,SUPERHEATER,WS_TEMP_IN,HP 수·증기측 입구온도,AI,REAL,K,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_temp_in,MODEL,N/A,,INFO,500,N,decreases with thermal lag,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact SH-02 allocation/order [A]
TSP.HRSG.SH-02.WS_TEMP_OUT,Thermo VPP,HRSG,HP_SUPERHEATER,A-SH-02,SUPERHEATER,WS_TEMP_OUT,HP 수·증기측 출구온도,AI,REAL,K,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_temp_out,MODEL,N/A,,INFO,500,N,decreases with thermal lag,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact SH-02 allocation/order [A]
TSP.HRSG.SH-02.WS_PRESS_IN,Thermo VPP,HRSG,HP_SUPERHEATER,A-SH-02,SUPERHEATER,WS_PRESS_IN,HP 수·증기측 입구압력,AI,REAL,Pa,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_press_in,MODEL,N/A,,INFO,500,N,model response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact SH-02 allocation/order [A]
TSP.HRSG.SH-02.WS_PRESS_OUT,Thermo VPP,HRSG,HP_SUPERHEATER,A-SH-02,SUPERHEATER,WS_PRESS_OUT,HP 수·증기측 출구압력,AI,REAL,Pa,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_press_out,MODEL,N/A,,INFO,500,N,model response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact SH-02 allocation/order [A]
TSP.HRSG.SH-02.WS_MASS_FLOW,Thermo VPP,HRSG,HP_SUPERHEATER,A-SH-02,SUPERHEATER,WS_MASS_FLOW,HP 수·증기측 질량유량,AI,REAL,kg/s,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_mass_flow,MODEL,N/A,,INFO,500,N,model response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact SH-02 allocation/order [A]
TSP.HRSG.SH-02.DP_FG,Thermo VPP,HRSG,HP_SUPERHEATER,A-SH-02,SUPERHEATER,DP_FG,HP 배기가스측 차압,CALC,REAL,Pa,T,T,A,Derived from exchanger variables,MODEL,USER_EDIT,,INFO,500,Y,model response,https://build.openmodelica.org/Documentation/ThermoSysPro.Examples.Book.PowerPlants.CombinedCyclePowerPlant.GasTurbineTrip.html,HX count [M]; exact SH-02 allocation/order [A]
TSP.HRSG.SH-02.DP_WS,Thermo VPP,HRSG,HP_SUPERHEATER,A-SH-02,SUPERHEATER,DP_WS,HP 수·증기측 차압,CALC,REAL,Pa,T,T,A,Derived from exchanger variables,MODEL,USER_EDIT,,INFO,500,Y,model response,https://build.openmodelica.org/Documentation/ThermoSysPro.Examples.Book.PowerPlants.CombinedCyclePowerPlant.GasTurbineTrip.html,HX count [M]; exact SH-02 allocation/order [A]
TSP.HRSG.SH-02.DUTY_RATIO,Thermo VPP,HRSG,HP_SUPERHEATER,A-SH-02,SUPERHEATER,DUTY_RATIO,HP 정상대비 열량비,CALC,REAL,%,T,T,A,Derived from exchanger variables,MODEL,USER_EDIT,,INFO,500,Y,decreases with thermal lag,https://build.openmodelica.org/Documentation/ThermoSysPro.Examples.Book.PowerPlants.CombinedCyclePowerPlant.GasTurbineTrip.html,HX count [M]; exact SH-02 allocation/order [A]
TSP.HRSG.SH-02.STATUS,Thermo VPP,HRSG,HP_SUPERHEATER,A-SH-02,SUPERHEATER,STATUS,HP 열교환기 상태,DI,ENUM,-,T,T,A,Derived from exchanger variables,MODEL,USER_EDIT,,INFO,500,Y,model response,https://build.openmodelica.org/Documentation/ThermoSysPro.Examples.Book.PowerPlants.CombinedCyclePowerPlant.GasTurbineTrip.html,HX count [M]; exact SH-02 allocation/order [A]
TSP.HRSG.SH-02.TEMP_DEV_EVT,Thermo VPP,HRSG,HP_SUPERHEATER,A-SH-02,SUPERHEATER,TEMP_DEV_EVT,HP 온도편차 이벤트,DI,BOOL,-,T,T,A,Derived from exchanger variables,MODEL,USER_EDIT,USER_EDIT,MEDIUM,500,Y,decreases with thermal lag,https://build.openmodelica.org/Documentation/ThermoSysPro.Examples.Book.PowerPlants.CombinedCyclePowerPlant.GasTurbineTrip.html,HX count [M]; exact SH-02 allocation/order [A]
TSP.HRSG.SH-02.LOW_DUTY_EVT,Thermo VPP,HRSG,HP_SUPERHEATER,A-SH-02,SUPERHEATER,LOW_DUTY_EVT,HP 열량저하 이벤트,DI,BOOL,-,T,T,A,Derived from exchanger variables,MODEL,USER_EDIT,USER_EDIT,MEDIUM,500,Y,decreases with thermal lag,https://build.openmodelica.org/Documentation/ThermoSysPro.Examples.Book.PowerPlants.CombinedCyclePowerPlant.GasTurbineTrip.html,HX count [M]; exact SH-02 allocation/order [A]
TSP.HRSG.SH-03.Q_THERMAL,Thermo VPP,HRSG,HP_SUPERHEATER,A-SH-03,SUPERHEATER,Q_THERMAL,HP 열교환 열량,AI,REAL,W,M,M,A,DynamicExchangerWaterSteamFlueGases.q_thermal,MODEL,N/A,,INFO,500,N,decreases with thermal lag,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact SH-03 allocation/order [A]
TSP.HRSG.SH-03.FG_TEMP_IN,Thermo VPP,HRSG,HP_SUPERHEATER,A-SH-03,SUPERHEATER,FG_TEMP_IN,HP 배기가스 입구온도,AI,REAL,K,M,M,A,DynamicExchangerWaterSteamFlueGases.fg_temp_in,MODEL,N/A,,INFO,500,N,decreases with thermal lag,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact SH-03 allocation/order [A]
TSP.HRSG.SH-03.FG_TEMP_OUT,Thermo VPP,HRSG,HP_SUPERHEATER,A-SH-03,SUPERHEATER,FG_TEMP_OUT,HP 배기가스 출구온도,AI,REAL,K,M,M,A,DynamicExchangerWaterSteamFlueGases.fg_temp_out,MODEL,N/A,,INFO,500,N,decreases with thermal lag,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact SH-03 allocation/order [A]
TSP.HRSG.SH-03.WS_TEMP_IN,Thermo VPP,HRSG,HP_SUPERHEATER,A-SH-03,SUPERHEATER,WS_TEMP_IN,HP 수·증기측 입구온도,AI,REAL,K,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_temp_in,MODEL,N/A,,INFO,500,N,decreases with thermal lag,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact SH-03 allocation/order [A]
TSP.HRSG.SH-03.WS_TEMP_OUT,Thermo VPP,HRSG,HP_SUPERHEATER,A-SH-03,SUPERHEATER,WS_TEMP_OUT,HP 수·증기측 출구온도,AI,REAL,K,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_temp_out,MODEL,N/A,,INFO,500,N,decreases with thermal lag,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact SH-03 allocation/order [A]
TSP.HRSG.SH-03.WS_PRESS_IN,Thermo VPP,HRSG,HP_SUPERHEATER,A-SH-03,SUPERHEATER,WS_PRESS_IN,HP 수·증기측 입구압력,AI,REAL,Pa,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_press_in,MODEL,N/A,,INFO,500,N,model response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact SH-03 allocation/order [A]
TSP.HRSG.SH-03.WS_PRESS_OUT,Thermo VPP,HRSG,HP_SUPERHEATER,A-SH-03,SUPERHEATER,WS_PRESS_OUT,HP 수·증기측 출구압력,AI,REAL,Pa,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_press_out,MODEL,N/A,,INFO,500,N,model response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact SH-03 allocation/order [A]
TSP.HRSG.SH-03.WS_MASS_FLOW,Thermo VPP,HRSG,HP_SUPERHEATER,A-SH-03,SUPERHEATER,WS_MASS_FLOW,HP 수·증기측 질량유량,AI,REAL,kg/s,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_mass_flow,MODEL,N/A,,INFO,500,N,model response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact SH-03 allocation/order [A]
TSP.HRSG.SH-03.DP_FG,Thermo VPP,HRSG,HP_SUPERHEATER,A-SH-03,SUPERHEATER,DP_FG,HP 배기가스측 차압,CALC,REAL,Pa,T,T,A,Derived from exchanger variables,MODEL,USER_EDIT,,INFO,500,Y,model response,https://build.openmodelica.org/Documentation/ThermoSysPro.Examples.Book.PowerPlants.CombinedCyclePowerPlant.GasTurbineTrip.html,HX count [M]; exact SH-03 allocation/order [A]
TSP.HRSG.SH-03.DP_WS,Thermo VPP,HRSG,HP_SUPERHEATER,A-SH-03,SUPERHEATER,DP_WS,HP 수·증기측 차압,CALC,REAL,Pa,T,T,A,Derived from exchanger variables,MODEL,USER_EDIT,,INFO,500,Y,model response,https://build.openmodelica.org/Documentation/ThermoSysPro.Examples.Book.PowerPlants.CombinedCyclePowerPlant.GasTurbineTrip.html,HX count [M]; exact SH-03 allocation/order [A]
TSP.HRSG.SH-03.DUTY_RATIO,Thermo VPP,HRSG,HP_SUPERHEATER,A-SH-03,SUPERHEATER,DUTY_RATIO,HP 정상대비 열량비,CALC,REAL,%,T,T,A,Derived from exchanger variables,MODEL,USER_EDIT,,INFO,500,Y,decreases with thermal lag,https://build.openmodelica.org/Documentation/ThermoSysPro.Examples.Book.PowerPlants.CombinedCyclePowerPlant.GasTurbineTrip.html,HX count [M]; exact SH-03 allocation/order [A]
TSP.HRSG.SH-03.STATUS,Thermo VPP,HRSG,HP_SUPERHEATER,A-SH-03,SUPERHEATER,STATUS,HP 열교환기 상태,DI,ENUM,-,T,T,A,Derived from exchanger variables,MODEL,USER_EDIT,,INFO,500,Y,model response,https://build.openmodelica.org/Documentation/ThermoSysPro.Examples.Book.PowerPlants.CombinedCyclePowerPlant.GasTurbineTrip.html,HX count [M]; exact SH-03 allocation/order [A]
